rna29947	Xetrov90000001m.g
gene22537	LOC101732539
gene17508	LOC101731470
gene3047	LOC101732588
gene25342	LOC101732647
gene26297	LOC108645167
gene28431	LOC108645168
gene15690	Xetrov90027284m.g
gene14196	Xetrov90027285m.g
gene15039	Xetrov90027286m.g
gene32511	LOC108645164
gene14493	Xetrov90027287m.g
gene12527	Xetrov90027288m.g
gene12885	Xetrov90027289m.g
gene6406	LOC105945537
gene20899	LOC108645165
gene8536	Xetrov90027291m.g
gene29440	LOC108645166
gene10284	Xetrov90027292m.g
gene19300	LOC101732707
gene1997	LOC105946052
gene27856	LOC101732880
gene33180	LOC101732964
gene10186	Xetrov90027296m.g
gene22927	LOC101733063
gene13977	Xetrov90027298m.g
gene12958	Xetrov90027298m.g
gene13288	Xetrov90027299m.g
gene18928	slc17a9
gene5798	ca9
gene4127	LOC101734677
gene3689	LOC105947497
gene31395	LOC101734820
gene28190	LOC108645170
gene8961	Xetrov90027304m.g
gene17045	LOC108645169
gene19856	LOC105947498
gene32493	LOC101734930
gene20920	asxl2
gene16820	kif3c
gene31188	rab10
gene15638	Xetrov90027309m.g
gene9818	Xetrov90027310m.g
gene27157	LOC105946053
gene11860	Xetrov90027312m.g
gene13556	Xetrov90027313m.g
gene27107	LOC101731659
gene11131	Xetrov90027315m.g
gene5559	LOC108645173
gene18860	LOC108645171
gene18068	LOC108645172
gene23002	LOC101733347
gene18804	LOC108645410
gene11677	nav2
gene20824	LOC108645174
gene25985	nav2
gene31176	LOC101733455
gene27108	LOC101733413
gene16821	LOC101733520
gene28401	LOC101733679
gene24228	LOC108645411
gene14429	LOC100488587
gene13550	Xetrov90027322m.g
gene33327	LOC100487643
gene19989	LOC100487482
gene22887	LOC100488279
gene27940	pnliprp2
gene22912	pnliprp1
gene28005	pnliprp3
gene33219	LOC394967
gene11465	Xetrov90027330m.g
gene9403	Xetrov90027330m.g
gene9959	Xetrov90027331m.g
gene13740	Xetrov90027332m.g
gene14702	LOC101734131
gene28765	LOC100485505
gene23587	arhgef39
gene12154	Xetrov90027336m.g
gene11180	Xetrov90027337m.g
gene23113	LOC101731854
gene15556	Xetrov90027339m.g
gene20198	plekhm2
gene18553	surf4.2
gene12871	Xetrov90027342m.g
gene31927	dtnb
gene11662	Xetrov90027344m.g
gene4768	LOC108645176
gene21683	dnmt3a
gene5229	LOC108645175
gene33041	LOC101733893
gene28868	trnac-gca
gene24849	trnac-gca
gene15977	trnac-gca
gene30254	trnac-gca
gene26315	trnac-gca
gene26544	trnac-gca
gene19108	trnac-gca
gene21463	trnac-gca
gene26806	trnac-gca
gene33191	LOC101734315
gene15958	LOC105948338
gene33949	kalrn
gene29055	LOC100491804
gene10401	LOC101730388
gene9614	LOC101730388
gene24874	LOC101731616
gene12332	LOC101730388
gene19554	epb41l5
gene11567	Xetrov90027355m.g
gene30297	ptpn4
gene25184	LOC100491016
gene4091	LOC100490846
gene5645	tmem177
gene13507	Xetrov90027359m.g
gene16520	LOC105946054
gene28534	LOC108645421
gene23694	LOC101734438
gene16056	LOC448531
gene14581	Xetrov90027363m.g
gene15084	Xetrov90027364m.g
gene579	LOC101734616
gene11137	Xetrov90027366m.g
gene22207	LOC100495860
gene15201	Xetrov90027368m.g
gene6111	irf10
gene32966	LOC101734793
gene12338	Xetrov90027370m.g
gene13236	Xetrov90027371m.g
gene13924	Xetrov90027372m.g
gene11114	Xetrov90027373m.g
gene11819	Xetrov90027373m.g
gene17457	LOC101734547
gene9087	Xetrov90027373m.g
gene32816	LOC101733040
gene15200	Xetrov90027374m.g
gene14645	Xetrov90027375m.g
gene13636	Xetrov90027376m.g
gene9051	Xetrov90027377m.g
gene14228	Xetrov90027378m.g
gene13232	Xetrov90027378m.g
gene11988	Xetrov90027378m.g
gene27492	LOC101732742
gene14640	Xetrov90027379m.g
gene11012	Xetrov90027380m.g
gene10037	Xetrov90027381m.g
gene12626	Xetrov90027382m.g
gene13035	Xetrov90027384m.g
gene24998	LOC105945171
gene8624	Xetrov90027385m.g
gene2211	LOC100495709
gene21230	menf.1
gene8274	LOC100496030
gene8469	menf.1-like.2
gene11943	menf.2
gene18654	LOC101733751
gene23812	LOC101733813
gene10137	Xetrov90027392m.g
gene14814	Xetrov90027393m.g
gene8591	Xetrov90027394m.g
gene14108	Xetrov90027395m.g
gene23670	trnak-uuu
gene29077	trnar-acg
gene16015	slc41a2
gene33863	dnajc28
gene17008	LOC100489883
gene25239	trim3
gene9858	Xetrov90027398m.g
gene12395	Xetrov90027399m.g
gene11423	Xetrov90027400m.g
gene14052	Xetrov90027401m.g
gene21958	stk39
gene17840	slc22a13
gene32480	LOC108645181
gene5334	LOC100491917
gene2412	smarcc1
gene15824	LOC101731206
gene30313	LOC108645180
gene17082	MGC146454
gene9045	Xetrov90027408m.g
gene12029	Xetrov90027408m.g
gene11510	Xetrov90027409m.g
gene3525	LOC101733761
gene22309	LOC101735271
gene31506	LOC101734544
gene27656	LOC101734433
gene23091	LOC100496188
gene27989	LOC100496033
gene33290	LOC105945664
gene19943	LOC101734786
gene15355	LOC101734667
gene5344	LOC105945638
gene19968	LOC108645182
gene26030	LOC108645183
gene31307	LOC101734785
gene32063	LOC101734362
gene18730	LOC100495713
gene15712	LOC100495713
gene9547	LOC100495713
gene12144	LOC100495713
gene9721	Xetrov90027424m.g
gene24164	LOC100496344
gene18923	LOC105945637
gene3268	LOC100145016
gene22743	adcyap1r1
gene26648	aqp1
gene22081	fam188b
gene27306	sepn1
gene7547	dnajc19
gene2083	pomp
gene27956	tbxas1
gene14471	Xetrov90027438m.g
gene12545	Xetrov90027439m.g
gene11737	Xetrov90027440m.g
gene33162	crhr2
gene9864	Xetrov90027441m.g
gene12334	crhr2-like.1
gene11350	crhr2
gene1224	gars
gene5050	ctdspl
gene25942	vill
gene31165	LOC105947719
gene28607	plcd1
gene13016	Xetrov90027449m.g
gene30664	dlec1
gene11459	Xetrov90027451m.g
gene19419	acaa1
gene21385	LOC100488360
gene25356	cry-dash
gene2331	myd88
gene12258	Xetrov90027456m.g
gene27281	LOC105945132
gene13788	Xetrov90027457m.g
gene14790	Xetrov90027458m.g
gene25284	LOC101730485
gene9213	Xetrov90027460m.g
gene12172	Xetrov90027461m.g
gene20657	LOC105945641
gene11923	Xetrov90027463m.g
gene9634	Xetrov90027463m.g
gene13020	Xetrov90027464m.g
gene10705	Xetrov90027465m.g
gene11864	Xetrov90027466m.g
gene33171	LOC108645184
gene12666	Xetrov90027467m.g
gene12942	Xetrov90027468m.g
gene27446	pvrl4
gene33046	LOC100492641
gene32183	LOC101730723
gene18424	LOC100497460
gene31033	LOC101730789
gene17701	LOC105947033
gene5214	a2ml1
gene27974	LOC101730963
gene22854	LOC108645185
gene7051	mug1
gene19103	LOC101730908
gene26498	LOC105946059
gene10897	Xetrov90027479m.g
gene33703	LOC108645186
gene19568	LOC100494780
gene9714	Xetrov90027481m.g
gene9973	Xetrov90027482m.g
gene23539	LOC101734683
gene11940	Xetrov90027484m.g
gene33229	LOC100489864
gene9607	Xetrov90027485m.g
gene28327	LOC100494300
gene13005	Xetrov90027486m.g
gene12460	Xetrov90027487m.g
gene20457	LOC100493962
gene11836	Xetrov90027488m.g
gene19840	LOC101733164
gene26176	LOC100493468
gene29028	LOC101731200
gene11870	Xetrov90027491m.g
gene14812	Xetrov90027492m.g
gene13578	Xetrov90027493m.g
gene13294	Xetrov90027494m.g
gene20799	LOC108644520
gene8836	Xetrov90027495m.g
gene10485	Xetrov90027497m.g
gene17935	LOC108645187
gene13811	Xetrov90027498m.g
gene12609	Xetrov90027499m.g
gene15490	Xetrov90027500m.g
gene34050	LOC101731356
gene15828	LOC108645422
gene6005	rpl10
gene28034	dnase1l1
gene31982	slc25a20
gene18042	LOC105945647
gene22065	taz
gene28756	atp6ap1.2
gene5134	gdi1
gene16943	fam50a
gene28480	LOC105945648
gene14250	Xetrov90027511m.g
gene25312	plxna3
gene12651	plxna3
gene2327	pip5k1a
gene28572	LOC101731588
gene14806	Xetrov90027514m.g
gene20075	LOC108645191
gene23270	LOC100496656
gene28071	LOC108645189
gene31571	LOC108645190
gene13465	Xetrov90027515m.g
gene23141	LOC101733800
gene11070	Xetrov90027516m.g
gene21525	LOC108645188
gene33785	slc50a1
gene18283	LOC100489707
gene11781	LOC101732489
gene26710	apcdd1l
gene23342	vapb
gene3944	ppp4r1l
gene27204	LOC101732489
gene11413	Xetrov90027523m.g
gene20486	LOC101732123
gene23470	LOC101730668
gene28446	LOC105946062
gene17223	chrna4
gene22223	LOC101731976
gene1474	LOC105945651
gene31602	LOC101732456
gene17090	LOC105945653
gene11972	Xetrov90027528m.g
gene23612	LOC108645192
gene12799	Xetrov90027529m.g
gene9677	Xetrov90027530m.g
gene10464	Xetrov90027531m.g
gene4435	LOC105945655
gene11332	Xetrov90027533m.g
gene14549	Xetrov90027534m.g
gene11693	Xetrov90027535m.g
gene3413	LOC101732840
gene13057	Xetrov90027537m.g
gene12952	Xetrov90027540m.g
gene18228	pik3r5
gene13103	Xetrov90027542m.g
gene10767	Xetrov90027542m.g
gene24689	pik3r6
gene28786	LOC108645193
gene2414	mfsd6l
gene26884	LOC779521
gene27964	LOC101733223
gene851	myh10
gene25632	LOC105946063
gene730	rem1
gene27755	LOC100485348
gene972	LOC101732273
gene29339	LOC101732334
gene33767	LOC105946065
gene11193	Xetrov90027554m.g
gene12424	LOC101732683
gene18255	LOC101732627
gene14035	LOC100487130
gene22024	LOC108645423
gene20227	LOC105946035
gene23126	LOC101734363
gene28898	LOC100170609
gene33989	LOC105946030
gene17788	LOC101734480
gene20571	LOC105945662
gene13991	Xetrov90027560m.g
gene3703	LOC100485203
gene21151	LOC100498557
gene33491	LOC101732862
gene19810	LOC101732899
gene22996	LOC101733156
gene2567	LOC101733334
gene11320	Xetrov90027567m.g
gene1387	LOC105946067
gene2172	LOC101733366
gene11368	Xetrov90027570m.g
gene23561	LOC101734282
gene17138	cep95
gene9345	Xetrov90027573m.g
gene33769	LOC101734697
gene27427	smurf2
gene9584	Xetrov90027574m.g
gene25514	LOC108645194
gene3629	kpna2
gene11774	LOC101734145
gene11681	Xetrov90027578m.g
gene16229	LOC105947856
gene30742	bptf
gene5339	nol11
gene22591	LOC108645195
gene423	LOC101733414
gene16926	LOC100489835
gene13750	Xetrov90027584m.g
gene28196	pacsin2
gene14529	Xetrov90027585m.g
gene23030	arfgap3
gene19236	a4galt
gene10903	a4galt
gene32437	tm7sf3
gene10843	Xetrov90027589m.g
gene10545	Xetrov90027590m.g
gene26873	LOC100495827
gene10428	Xetrov90027592m.g
gene21596	LOC100495497
gene12804	Xetrov90027594m.g
gene24050	add3
gene30459	helz2
gene25460	ilk
gene6339	LOC100495238
gene34049	myo10.2
gene12910	myo10.2
gene11877	Xetrov90027601m.g
gene28873	LOC101732695
gene7479	slc4a3
gene22210	stk11ip
gene19489	LOC105948342
gene1746	gja7
gene3791	inha
gene24837	LOC101733791
gene19785	pklr
gene32960	LOC101733905
gene29382	LOC101733964
gene9321	Xetrov90027609m.g
gene13902	Xetrov90027610m.g
gene8578	Xetrov90027610m.g
gene25006	LOC105947034
gene22012	LOC105947098
gene15802	arfgap1
gene15676	Xetrov90027613m.g
gene3346	fdps
gene18186	LOC101734118
gene16975	LOC108645196
gene549	LOC108645199
gene25278	LOC108645197
gene19315	LOC108645198
gene33026	LOC108645200
gene25486	LOC101731766
gene23370	LOC105946069
gene28424	LOC101734316
gene33612	c2orf70
gene14269	Xetrov90027618m.g
gene13279	Xetrov90027619m.g
gene15479	Xetrov90027619m.g
gene10821	Xetrov90027619m.g
gene13875	Xetrov90027620m.g
gene14544	Xetrov90027621m.g
gene9309	Xetrov90027622m.g
gene24918	LOC108645201
gene12261	Xetrov90027623m.g
gene14881	Xetrov90027624m.g
gene3692	trim25
gene14689	LOC101731265
gene17240	strap
gene29901	eps8
gene15287	Xetrov90027632m.g
gene26953	ptpro
gene11612	Xetrov90027633m.g
gene21686	rerg
gene5188	pdrg1
gene25398	LOC101734574
gene9657	Xetrov90027637m.g
gene12128	LOC101732483
gene15233	LOC101732483
gene30403	pyroxd1
gene10586	Xetrov90027639m.g
gene919	recql
gene16263	LOC101734795
gene30468	LOC101734857
gene24211	cisd1
gene19397	LOC101734985
gene10445	Xetrov90027646m.g
gene10831	Xetrov90027646m.g
gene18509	LOC100490338
gene20539	LOC100489490
gene16556	parp12
gene26822	LOC100489821
gene20532	etv6
gene23259	bcl2l14
gene4221	lrp6
gene3244	LOC100494087
gene28494	LOC100491264
gene23407	LOC101730268
gene26769	LOC105946075
gene17430	LOC101733107
gene13985	Xetrov90027655m.g
gene27520	cdk2ap2
gene33695	aip
gene9169	Xetrov90027659m.g
gene18333	LOC105947782
gene25849	LOC100487419
gene20651	LOC105947785
gene16105	LOC101733193
gene29531	LOC105947781
gene24433	LOC105947783
gene12857	Xetrov90027661m.g
gene10302	Xetrov90027662m.g
gene18716	ftsj3
gene12341	Xetrov90027664m.g
gene29500	LOC101731280
gene1805	LOC105945670
gene16573	LOC101731211
gene14450	Xetrov90027668m.g
gene22635	picalm.2
gene10243	Xetrov90027669m.g
gene33419	slc52a3
gene1718	slc52a1
gene23234	sh2b1
gene13323	Xetrov90027674m.g
gene8833	Xetrov90027675m.g
gene11226	Xetrov90027676m.g
gene14084	Xetrov90027677m.g
gene33370	LOC105945693
gene11430	LOC100496477
gene12194	Xetrov90027679m.g
gene13445	Xetrov90027679m.g
gene14094	Xetrov90027680m.g
gene14775	Xetrov90027681m.g
gene15348	Xetrov90027682m.g
gene15817	LOC108644491
gene9211	Xetrov90027683m.g
gene31651	LOC108645202
gene14232	Xetrov90027684m.g
gene14045	Xetrov90027685m.g
gene11424	Xetrov90027686m.g
gene7180	LOC100487280
gene28942	LOC105946171
gene13714	Xetrov90027688m.g
gene19077	LOC108645424
gene26261	LOC101730699
gene23626	psmd4
gene2514	selenbp1
gene31449	psmb4
gene15229	Xetrov90027693m.g
gene26654	gtpbp2
gene12488	Xetrov90027694m.g
gene21143	pogz
gene16011	cgn
gene24383	LOC105948315
gene29635	tuft1
gene12098	Xetrov90027703m.g
gene29819	snx27
gene12201	snx27
gene16237	celf3
gene13441	Xetrov90027705m.g
gene12305	Xetrov90027706m.g
gene12117	Xetrov90027707m.g
gene9587	Xetrov90027707m.g
gene22154	LOC101730837
gene25325	LOC108645425
gene10075	Xetrov90027708m.g
gene21746	LOC108645203
gene27020	LOC101731741
gene11505	Xetrov90027710m.g
gene843	LOC101731568
gene22904	LOC100498085
gene28228	LOC105945672
gene6936	LOC101731856
gene32868	LOC100497923
gene13128	Xetrov90027718m.g
gene22015	LOC105945673
gene9626	Xetrov90027719m.g
gene12763	Xetrov90027719m.g
gene21363	LOC108645426
gene16450	LOC101731237
gene15235	Xetrov90027722m.g
gene4258	bmp7.1
gene4164	spo11
gene33091	rae1
gene19927	rbm38
gene33257	taar3
gene19388	LOC100497625
gene13519	Xetrov90027730m.g
gene14837	Xetrov90027731m.g
gene9364	Xetrov90027732m.g
gene9752	Xetrov90027733m.g
gene14344	Xetrov90027734m.g
gene11330	Xetrov90027735m.g
gene8749	Xetrov90027736m.g
gene14742	Xetrov90027737m.g
gene14952	Xetrov90027738m.g
gene9210	Xetrov90027739m.g
gene10188	Xetrov90027740m.g
gene11458	Xetrov90027741m.g
gene12206	Xetrov90027742m.g
gene13621	Xetrov90027743m.g
gene10596	Xetrov90027744m.g
gene12027	Xetrov90027745m.g
gene9065	Xetrov90027746m.g
gene12277	Xetrov90027747m.g
gene11053	Xetrov90027748m.g
gene10706	Xetrov90027749m.g
gene11243	Xetrov90027750m.g
gene12129	Xetrov90027751m.g
gene13070	Xetrov90027752m.g
gene13573	Xetrov90027753m.g
gene20865	ddost
gene26136	LOC101733515
gene11564	Xetrov90027755m.g
gene12343	Xetrov90027755m.g
gene9489	Xetrov90027755m.g
gene31117	LOC101731020
gene17872	LOC100497298
gene12255	Xetrov90027758m.g
gene18633	LOC101731079
gene22498	LOC101730532
gene26644	LOC100491693
gene4148	haus5
gene19407	etv2
gene30049	LOC101731522
gene8699	Xetrov90027764m.g
gene27110	LOC108645427
gene3612	dusp27-like
gene22144	LOC101731589
gene19494	LOC100491139
gene14100	LOC101732215
gene9946	Xetrov90027770m.g
gene6853	LOC100488697
gene27877	LOC108644447
gene31805	LOC100145515
gene12636	Xetrov90027782m.g
gene8954	LOC101732329
gene9889	Xetrov90027784m.g
gene12412	LOC100489329
gene17245	LOC101732105
gene33930	LOC100488861
gene18120	LOC105945675
gene9513	Xetrov90027788m.g
gene1584	s100a11
gene24503	ano7
gene27457	LOC101731836
gene5710	LOC101733124
gene10980	Xetrov90027792m.g
gene19081	srf
gene14149	Xetrov90027795m.g
gene26354	cul9
gene14233	Xetrov90027797m.g
gene9040	Xetrov90027798m.g
gene13548	Xetrov90027798m.g
gene31605	LOC105947475
gene30425	LOC100497813
gene11969	LOC100497813
gene32443	LOC101731953
gene19258	tmem178b
gene12200	Xetrov90027801m.g
gene24430	agk
gene25772	wee2
gene2596	ssbp1
gene1620	creb3l2
gene17396	LOC100489522
gene22735	LOC108645428
gene24436	tm9sf4
gene1082	pofut1
gene32355	kif3b
gene17131	LOC108645205
gene17721	asxl1
gene8194	nol4l
gene25698	mapre1
gene26635	LOC101731736
gene23434	LOC101732129
gene27433	LOC101732179
gene24753	ece1
gene21675	LOC100485657
gene7775	LOC100145503
gene8754	LOC101733314
gene19374	LOC101733314
gene33672	adamts13
gene14167	Xetrov90027820m.g
gene15555	Xetrov90027821m.g
gene9394	Xetrov90027821m.g
gene27593	slc2a6
gene23468	LOC100485511
gene11641	Xetrov90027826m.g
gene14266	Xetrov90027827m.g
gene28727	prkrir
gene26552	LOC108645429
gene30555	LOC100498422
gene9573	Xetrov90027829m.g
gene14081	Xetrov90027831m.g
gene17297	LOC101732196
gene12287	Xetrov90027829m.g
gene279	LOC101733721
gene5835	bcl7c
gene18789	ctf1
gene12704	LOC101732196
gene22686	LOC100486968
gene27921	LOC101733752
gene17151	znf646
gene18601	pamr1
gene22505	LOC100135136
gene25099	LOC101734259
gene808	LOC100494201
gene19727	LOC100494026
gene8493	LOC100145442
gene22610	LOC105946083
gene28714	LOC108645430
gene33323	LOC100498593
gene28863	LOC100498064
gene23443	tmem8b
gene18129	LOC100495886
gene20473	LOC100145065
gene29147	LOC108644712
gene8786	Xetrov90027849m.g
gene33333	pcbp2
gene6827	LOC108644713
gene23221	znf830
gene31754	bag1
gene6757	frrs1l
gene28958	chmp5
gene15397	Xetrov90027860m.g
gene24309	LOC108644711
gene16643	tmem245
gene34093	LOC105945531
gene13596	Xetrov90027863m.g
gene14587	Xetrov90027866m.g
gene27726	LOC101734545
gene33969	LOC101733468
gene27925	LOC108644514
gene14497	Xetrov90027867m.g
gene23795	LOC101734434
gene10329	Xetrov90027868m.g
gene13779	Xetrov90027869m.g
gene15045	Xetrov90027870m.g
gene10509	Xetrov90027871m.g
gene14026	LOC101735194
gene11389	Xetrov90027873m.g
gene10160	Xetrov90027874m.g
gene31947	sema5b
gene9532	Xetrov90027875m.g
gene28444	dirc2
gene26329	hspbap1
gene22172	slc15a2
gene13992	Xetrov90027878m.g
gene32654	nkain4
gene21087	birc7
gene29029	LOC101733119
gene12533	LOC101733175
gene29818	LOC101733230
gene29964	btbd9
gene9310	Xetrov90027884m.g
gene25819	glo1
gene23754	LOC108644449
gene10820	Xetrov90027886m.g
gene7276	zfand3
gene18404	LOC101733287
gene23883	prkca
gene13744	Xetrov90027890m.g
gene26371	raf1
gene31771	LOC101733608
gene9863	Xetrov90027893m.g
gene12116	Xetrov90027894m.g
gene1196	LOC100496477
gene14716	Xetrov90027896m.g
gene13934	Xetrov90027897m.g
gene13854	Xetrov90027898m.g
gene27672	LOC108645206
gene11752	Xetrov90027900m.g
gene15799	arhgap8
gene21221	lamtor1
gene34089	tmem216
gene22057	LOC100494483
gene19527	or52d1
gene19395	nav2
gene2500	e2f8
gene7554	csrp3
gene24572	zdhhc13
gene30693	dennd5a
gene7421	scube2
gene32566	LOC101734120
gene25465	LOC101734189
gene12119	Xetrov90027913m.g
gene8865	Xetrov90027913m.g
gene9281	Xetrov90027914m.g
gene22530	LOC105945694
gene13838	Xetrov90027915m.g
gene12702	Xetrov90027916m.g
gene20388	LOC100495722
gene297	nup155-like.2
gene17461	LOC101734293
gene30499	LOC101734368
gene7353	dnah2
gene14661	Xetrov90027924m.g
gene30986	efnb3
gene21905	LOC101734509
gene16702	LOC101734440
gene15737	LOC101734575
gene32362	LOC101734640
gene29396	coil
gene27062	scpep1
gene9200	Xetrov90027929m.g
gene15116	Xetrov90027930m.g
gene31284	LOC100486877
gene1539	alox12b
gene27227	LOC100494416
gene32661	LOC100494252
gene18132	LOC100494678
gene9174	Xetrov90027935m.g
gene16896	trnar-ucu
gene22216	trnar-ucu
gene23592	trnar-ucu
gene18464	trnar-ucu
gene33125	trnar-ucu
gene28495	esyt3
gene20386	obsl1
gene33901	LOC101734728
gene30936	LOC101732581
gene4066	LOC100145496
gene19069	chpf
gene24218	LOC101732464
gene17573	LOC101732404
gene27928	LOC101730798
gene2680	LOC100488277
gene1943	aamp
gene24326	gpbar1
gene5945	krt8.2
gene16850	LOC101730230
gene22646	LOC101730388
gene32284	LOC101733698
gene3361	slc39a1
gene26825	tdrkh
gene13254	Xetrov90027953m.g
gene29761	LOC101733753
gene28406	LOC100492977
gene11152	Xetrov90027956m.g
gene31474	LOC101733644
gene12158	Xetrov90027958m.g
gene12399	Xetrov90027959m.g
gene20094	LOC100492814
gene13530	LOC100492633
gene23283	LOC101730898
gene28872	LOC105946664
gene9518	LOC100492467
gene29083	LOC108645436
gene34061	LOC101734205
gene12782	Xetrov90027966m.g
gene29751	LOC105945702
gene31986	LOC100494464
gene5848	LOC105945701
gene24170	LOC100494473
gene9968	Xetrov90027971m.g
gene31975	LOC101730640
gene24855	LOC101730700
gene10323	Xetrov90027974m.g
gene9788	Xetrov90027975m.g
gene27673	sat2
gene1278	rbm20
gene7890	pdcd4
gene418	bbip1
gene30076	shoc2
gene14836	Xetrov90027983m.g
gene25848	LOC101731089
gene7638	LOC101731155
gene11702	Xetrov90027986m.g
gene10355	Xetrov90027986m.g
gene15752	Xetrov90027987m.g
gene9545	Xetrov90027988m.g
gene14086	Xetrov90027988m.g
gene15164	Xetrov90027987m.g
gene15315	Xetrov90027989m.g
gene21589	trnag-gcc
gene26655	LOC100494900
gene32945	LOC101731436
gene18008	cacna1b
gene12682	Xetrov90027991m.g
gene22126	ehmt1
gene13068	Xetrov90027993m.g
gene32051	LOC105945704
gene16509	LOC108645208
gene29664	LOC108645207
gene16289	arrdc1
gene143	glul-like.2
gene33678	LOC100498257
gene26915	LOC108645209
gene26146	lrch4
gene24109	hpx
gene7898	LOC101731610
gene13355	Xetrov90028000m.g
gene30043	LOC101731722
gene26910	LOC100494837
gene22986	camta2
gene16758	LOC100498554
gene31023	kif1c
gene2227	mospd3
gene2057	pcolce
gene21383	zmynd15
gene33538	fbxo24
gene12635	Xetrov90028011m.g
gene8399	p4ha3
gene16455	ppme1
gene30919	c2cd3
gene26985	ucp3
gene9819	Xetrov90028016m.g
gene885	ucp2
gene17	dnajb13
gene33492	znf16
gene25769	pold3
gene26876	LOC101731954
gene21574	thdl20
gene4675	lrrn1-like.2
gene26266	elk1
gene1182	tmem111
gene6020	cdk16
gene34013	LOC100145419
gene28759	LOC100488699
gene25818	LOC105945708
gene20466	LOC100488863
gene26247	LOC101732124
gene11094	Xetrov90028030m.g
gene10033	Xetrov90028031m.g
gene26877	mir428b
gene20526	mir428a
gene16603	LOC100488384
gene23302	LOC101732824
gene19042	LOC101732877
gene26235	LOC100489330
gene22301	LOC108645210
