gene10841	Xetrov90000001m.g
gene14898	Xetrov90028462m.g
gene14329	Xetrov90028463m.g
gene21058	kcnk5
gene25117	LOC108645238
gene34218	LOC101734310
gene2346	saysd1
gene13049	glp1r
gene22651	glp1r
gene16851	LOC105946106
gene20851	cacng1
gene22707	ggt6
gene26583	LOC101734796
gene13949	Xetrov90028469m.g
gene18489	edn3
gene19583	znf831
gene7377	LOC100495442
gene33328	LOC108645452
gene19961	LOC101735080
gene11335	Xetrov90028474m.g
gene8807	Xetrov90028475m.g
gene2619	LOC101735128
gene20531	c9orf172
gene2920	phpt1
gene8564	Xetrov90028479m.g
gene15207	Xetrov90028480m.g
gene15753	Xetrov90028480m.g
gene17712	mamdc4
gene31967	rpl12
gene13379	Xetrov90028482m.g
gene28029	lrsam1
gene10305	Xetrov90028484m.g
gene14953	Xetrov90028485m.g
gene23756	fkbp15
gene21833	LOC108645453
gene12888	Xetrov90028487m.g
gene27253	LOC105946110
gene10326	Xetrov90028488m.g
gene18457	LOC105946109
gene30333	LOC108644723
gene5033	psmd3
gene24715	csf3
gene16037	thra
gene6728	nr1d1
gene4865	msl1
gene66	casc3
gene21796	rapgefl1
gene5309	wipf2
gene7558	cdc6
gene33186	LOC108644722
gene9651	rara
gene27969	rara
gene20616	LOC100497858
gene33393	gjd3
gene9335	Xetrov90028503m.g
gene9609	LOC101734590
gene1932	top2a
gene32746	LOC101731003
gene27526	LOC101734701
gene25237	LOC101734763
gene22555	igfbp4
gene19607	tns4
gene30753	ccr7
gene22486	smarce1
gene6590	krt222
gene30657	LOC100487269
gene26789	krt10
gene9636	Xetrov90028517m.g
gene14007	Xetrov90028518m.g
gene17653	LOC100158585
gene21843	LOC100488172
gene2240	krt24-like.2
gene27814	LOC101731128
gene293	LOC100488018
gene7349	xak-c
gene555	krt12
gene6099	xk81a1
gene4239	LOC549413
gene24188	LOC101730713
gene377	krt16
gene32280	krt14
gene17759	LOC101731064
gene11517	Xetrov90028531m.g
gene9593	Xetrov90028532m.g
gene18720	LOC105946112
gene12365	Xetrov90028534m.g
gene24938	LOC108645454
gene7157	atp1b2
gene11263	Xetrov90028536m.g
gene33940	tp53
gene30300	slc16a13
gene16781	acap1
gene22365	neurl4
gene14856	Xetrov90028540m.g
gene12230	Xetrov90028541m.g
gene13667	Xetrov90028542m.g
gene29206	LOC105946113
gene1586	LOC100498128
gene5535	ptpn23
gene7700	scap
gene24968	elp6
gene29087	LOC105947717
gene27888	bcas2
gene33939	ndufb10
gene29718	LOC101730578
gene14921	Xetrov90028553m.g
gene11712	LOC100489931
gene9199	Xetrov90028555m.g
gene12359	Xetrov90028555m.g
gene9855	Xetrov90028556m.g
gene34183	LOC100490464
gene13591	Xetrov90028558m.g
gene12317	Xetrov90028558m.g
gene11352	Xetrov90028558m.g
gene19782	LOC101730432
gene19265	LOC100485876
gene24538	LOC101730786
gene25291	LOC101730489
gene12207	Xetrov90028559m.g
gene15263	Xetrov90028560m.g
gene31507	LOC108645240
gene32899	LOC101734832
gene10724	Xetrov90028562m.g
gene12740	LOC100494628
gene15612	LOC100494628
gene12845	LOC101731181
gene25613	LOC105946115
gene10315	Xetrov90028565m.g
gene3120	LOC108645242
gene13001	Xetrov90028567m.g
gene4363	LOC108645241
gene11236	Xetrov90028569m.g
gene14038	Xetrov90028570m.g
gene13239	Xetrov90028571m.g
gene12492	Xetrov90028571m.g
gene30600	LOC108645455
gene9915	Xetrov90028572m.g
gene14841	Xetrov90028572m.g
gene15345	Xetrov90028573m.g
gene28975	LOC101730950
gene34088	LOC105947074
gene10491	Xetrov90028576m.g
gene29136	LOC100494316
gene18293	LOC101731295
gene14042	Xetrov90028579m.g
gene32692	LOC100498391
gene11775	Xetrov90028581m.g
gene14416	Xetrov90028582m.g
gene31154	LOC101731414
gene27102	LOC101731779
gene1258	LOC101731570
gene31713	LOC108644474
gene25511	LOC108644492
gene21513	amn1
gene12945	Xetrov90028587m.g
gene17509	kiaa1551
gene23667	bicd1
gene14143	bicd1
gene28875	LOC105946023
gene27666	trnag-ccc
gene32713	trnag-ccc
gene19361	trnag-ccc
gene24536	trnag-ccc
gene30321	trnag-ccc
gene19753	trnag-ccc
gene16062	trnag-ccc
gene21528	trnag-ccc
gene28430	trnag-ccc
gene33751	trnag-ccc
gene18106	trnag-ccc
gene23550	trnag-ccc
gene21106	trnag-ccc
gene26595	trnag-ccc
gene29385	trnag-ccc
gene16268	trnag-ccc
gene25631	trnag-ccc
gene30576	trnag-ccc
gene16476	trnag-ccc
gene750	LOC101732160
gene27386	mtnr1b
gene7651	smc3
gene1185	dusp5
gene32608	etfbkmt
gene24007	barx1
gene13075	Xetrov90028596m.g
gene10920	Xetrov90028597m.g
gene15310	Xetrov90028597m.g
gene9374	LOC101732080
gene11742	LOC101732080
gene19389	LOC101732275
gene24682	LOC101732337
gene32171	LOC105946118
gene18879	LOC105946120
gene32415	LOC101732396
gene32561	taf10
gene4078	nup98
gene22366	chrna10
gene10402	Xetrov90028602m.g
gene2681	LOC105946614
gene22330	znf347
gene23581	LOC101732517
gene18136	LOC101732571
gene17920	LOC108645475
gene31157	LOC101732630
gene33791	LOC101733143
gene24450	LOC101732686
gene16660	znf148
gene32435	xrra1
gene19310	LOC105945759
gene16904	LOC108645243
gene5048	LOC101732900
gene9797	Xetrov90028610m.g
gene20862	LOC105947603
gene11373	LOC101734334
gene13997	Xetrov90028612m.g
gene14418	Xetrov90028613m.g
gene12275	Xetrov90028614m.g
gene11537	Xetrov90028615m.g
gene9666	Xetrov90028616m.g
gene14405	Xetrov90028617m.g
gene32251	LOC101732307
gene18313	LOC101732934
gene21750	mansc1
gene7759	loh12cr1
gene4132	dusp16
gene6541	crebl2
gene13952	Xetrov90028627m.g
gene17869	trnar-ucu
gene21575	trnar-ucu
gene25723	trnar-ucu
gene12983	Xetrov90028628m.g
gene15616	Xetrov90028629m.g
gene16716	trnar-ucu
gene10275	Xetrov90028630m.g
gene33543	trnar-ucu
gene26949	trnar-ucu
gene12811	Xetrov90028631m.g
gene20674	trnar-ucu
gene11773	Xetrov90028632m.g
gene23176	trnar-ucu
gene14410	Xetrov90028633m.g
gene29622	trnar-ucu
gene33320	trnar-ucu
gene15408	Xetrov90028634m.g
gene16420	trnar-ucu
gene13444	Xetrov90028635m.g
gene9741	Xetrov90028635m.g
gene14018	Xetrov90028636m.g
gene22390	trnar-ucu
gene11252	Xetrov90028637m.g
gene26428	trnar-ucu
gene22468	trnar-ucu
gene32154	trnar-ucu
gene9406	Xetrov90028638m.g
gene18479	trnar-ucu
gene23643	gpr19
gene8167	pex26
gene10121	Xetrov90028641m.g
gene34094	tuba8
gene26483	usp18
gene12220	Xetrov90028645m.g
gene11983	Xetrov90028646m.g
gene31774	mical3
gene9960	Xetrov90028649m.g
gene22956	bcl2l13
gene7817	atp6v1e1
gene26129	slc25a18
gene7704	cecr2
gene32151	bcl2l13
gene10775	Xetrov90028656m.g
gene28216	cecr1
gene32107	cecr5
gene28226	cecr6
gene21935	LOC101733412
gene17955	LOC105946860
gene30218	cacna1c
gene23961	dcp1b
gene30256	cacna2d4
gene27286	lrtm2
gene23793	LOC101733286
gene14876	Xetrov90028668m.g
gene15169	Xetrov90028669m.g
gene24929	LOC105946121
gene405	LOC101732803
gene23497	LOC101732841
gene28244	LOC105945764
gene9910	Xetrov90028671m.g
gene12701	Xetrov90028672m.g
gene18604	LOC101733081
gene13858	Xetrov90028673m.g
gene29787	LOC101733224
gene11905	Xetrov90028674m.g
gene12926	Xetrov90028675m.g
gene22263	LOC108645245
gene10823	Xetrov90028677m.g
gene11322	Xetrov90028678m.g
gene32638	LOC100498235
gene27425	LOC101732949
gene24733	LOC108645244
gene19398	LOC101733059
gene16236	LOC101733009
gene32936	msl3
gene32915	micalcl
gene22323	LOC100135144
gene31792	LOC101733409
gene26726	capn5
gene18680	LOC108645246
gene3947	omp
gene19368	LOC101731780
gene27514	LOC100496130
gene7825	piwil3
gene9964	Xetrov90028687m.g
gene9246	Xetrov90028689m.g
gene15438	Xetrov90028690m.g
gene21243	LOC101732372
gene17274	LOC101733477
gene4322	xa-1
gene15974	fam83h
gene30286	LOC101733457
gene21073	LOC101733523
gene24875	LOC105945767
gene18548	gnl3
gene33039	pbrm1
gene11464	pbrm1-like.2
gene10449	pbrm1-like.2
gene26230	LOC101733834
gene19383	LOC101733578
gene11764	LOC100487136
gene1750	msln-like.2
gene15366	Xetrov90028703m.g
gene9873	Xetrov90028703m.g
gene28839	LOC108644490
gene9449	Xetrov90028704m.g
gene6491	LOC108645248
gene10399	Xetrov90028706m.g
gene33571	LOC101733740
gene13266	Xetrov90028707m.g
gene32448	LOC101733841
gene16653	dido1
gene22272	tcfl5
gene26375	col9a3
gene2758	ogfr
gene23447	LOC105945219
gene20844	LOC101733404
gene28511	tbxas1
gene14115	Xetrov90028717m.g
gene34206	nup50
gene8366	kiaa0930
gene7099	upk3a
gene20432	smc1b
gene16347	ribc2
gene33644	wipi1
gene23416	LOC101733948
gene18648	LOC101731038
gene15029	Xetrov90028726m.g
gene8613	Xetrov90028727m.g
gene13464	Xetrov90028728m.g
gene14178	Xetrov90028729m.g
gene15729	Xetrov90028729m.g
gene8674	Xetrov90028730m.g
gene10143	Xetrov90028731m.g
gene3427	LOC108644445
gene14134	Xetrov90028732m.g
gene11531	Xetrov90028734m.g
gene28911	ptpn3
gene14374	Xetrov90028736m.g
gene34186	mocos
gene20765	LOC101731726
gene15170	Xetrov90028739m.g
gene17079	slc15a5
gene26992	LOC101734103
gene14619	Xetrov90028743m.g
gene9906	Xetrov90028744m.g
gene12510	Xetrov90028745m.g
gene15160	Xetrov90028746m.g
gene21866	LOC108645476
gene10050	Xetrov90028747m.g
gene10888	Xetrov90028748m.g
gene10565	Xetrov90028749m.g
gene29238	LOC101734942
gene29363	LOC105945771
gene16379	slc3a1
gene29813	LOC101734369
gene12823	Xetrov90028751m.g
gene22764	mir133c
gene31204	mir1a-2
gene26389	LOC733515
gene27132	ccdc14
gene28529	LOC101734442
gene8974	Xetrov90028753m.g
gene25607	LOC100493193
gene5874	LOC101730620
gene33183	LOC100493691
gene10005	Xetrov90028756m.g
gene28171	LOC100494031
gene30117	LOC105946126
gene9747	Xetrov90028758m.g
gene22937	iqsec1
gene8928	Xetrov90028760m.g
gene9669	Xetrov90028760m.g
gene14224	Xetrov90028760m.g
gene15171	Xetrov90028760m.g
gene21720	arhgef10l
gene16710	LOC100495568
gene30029	LOC100489882
gene25059	LOC100489712
gene14114	Xetrov90028765m.g
gene15985	LOC101734798
gene14616	Xetrov90028766m.g
gene1491	LOC105945772
gene15592	Xetrov90028769m.g
gene13908	Xetrov90028770m.g
gene15008	Xetrov90028771m.g
gene21159	LOC101731894
gene15513	Xetrov90028772m.g
gene1256	LOC108645249
gene13687	Xetrov90028774m.g
gene30862	LOC101731415
gene7153	LOC101731235
gene12347	Xetrov90028777m.g
gene12848	LOC101733480
gene13975	Xetrov90028779m.g
gene22001	st5
gene6319	LOC100492375
gene5898	LOC100495848
gene15007	Xetrov90028782m.g
gene9738	Xetrov90028784m.g
gene14323	Xetrov90028785m.g
gene12003	Xetrov90028786m.g
gene9195	Xetrov90028787m.g
gene23072	hspb7
gene10328	LOC100496008
gene29411	LOC100496008
gene33439	zbtb17
gene15900	spen
gene17762	LOC105945773
gene16557	fblim1
gene12214	Xetrov90028790m.g
gene16988	tpx2
gene14773	Xetrov90028792m.g
gene13510	Xetrov90028792m.g
gene15912	LOC108645250
gene10873	Xetrov90028794m.g
gene15400	Xetrov90028795m.g
gene9236	Xetrov90028796m.g
gene10184	Xetrov90028796m.g
gene11184	Xetrov90028797m.g
gene8926	Xetrov90028798m.g
gene13334	Xetrov90028799m.g
gene12862	Xetrov90028800m.g
gene28472	LOC101730331
gene31972	LOC108645477
gene33467	trnaa-agc
gene19381	LOC100496088
gene10514	Xetrov90028802m.g
gene4635	spag17
gene20910	LOC101730601
gene10125	Xetrov90028805m.g
gene12685	Xetrov90028805m.g
gene15505	Xetrov90028806m.g
gene26516	LOC108645253
gene23870	LOC108645252
gene23223	LOC108645251
gene10563	Xetrov90028807m.g
gene25729	LOC101730665
gene18203	smarcd3
gene33716	chpf2
gene9823	Xetrov90028809m.g
gene10135	Xetrov90028810m.g
gene15017	Xetrov90028811m.g
gene11117	Xetrov90028812m.g
gene8734	Xetrov90028813m.g
gene13119	Xetrov90028814m.g
gene10748	Xetrov90028815m.g
gene15133	Xetrov90028816m.g
gene9146	Xetrov90028817m.g
gene32006	trnak-cuu
gene28755	LOC100486867
gene21123	tectb
gene15566	Xetrov90028820m.g
gene23166	itprip
gene13256	Xetrov90028822m.g
gene28707	cfap58
gene12829	Xetrov90028824m.g
gene18802	LOC100496354
gene32779	stab1
gene18603	LOC100496875
gene26840	znf37a
gene31858	LOC100497356
gene6314	art1
gene24073	LOC101730838
gene28899	LOC101730882
gene1872	LOC101731014
gene30244	pparg
gene12539	Xetrov90028833m.g
gene21264	arsg
gene25354	slc16a6
gene12528	Xetrov90028836m.g
gene32577	gna13
gene18518	LOC101731116
gene16802	isy1
gene21664	LOC101731216
gene31750	LOC108645254
gene11866	Xetrov90028841m.g
gene27815	prmt3
gene14129	Xetrov90028842m.g
gene14492	Xetrov90028843m.g
gene21761	LOC108645255
gene15474	LOC101734001
gene12880	Xetrov90028845m.g
gene10321	LOC101734001
gene11140	LOC101733559
gene17778	plec
gene5296	LOC100496133
gene23923	hrh1
gene22131	LOC100496267
gene26114	LOC108645480
gene11388	Xetrov90028853m.g
gene32249	LOC101731523
gene3534	bod1
gene25762	LOC105945779
gene14803	Xetrov90028856m.g
gene14912	Xetrov90028857m.g
gene23668	LOC101731591
gene29005	LOC100495744
gene20779	agap3
gene9860	Xetrov90028859m.g
gene34103	LOC101731783
gene25054	LOC100496293
gene17403	LOC108645258
gene28370	LOC105945782
gene30296	LOC108645256
gene17161	LOC108645257
gene20454	LOC108644502
gene7621	LOC108644507
gene31318	LOC101731819
gene15779	LOC108645481
gene22370	LOC101731914
gene29134	LOC105946130
gene5429	pomc
gene1259	efr3b
gene30081	LOC101734345
gene27207	cacna1d
gene9433	cacna1d
gene31603	LOC101733681
gene14409	Xetrov90028868m.g
gene14080	Xetrov90028869m.g
gene16809	rcc2
gene15756	LOC101734390
gene20237	LOC105945784
gene27003	LOC100498654
gene32848	atg16l2
gene9784	Xetrov90028875m.g
gene13515	Xetrov90028877m.g
gene14641	Xetrov90028878m.g
gene22409	LOC105946131
gene9178	Xetrov90028879m.g
gene9159	Xetrov90028880m.g
gene16604	LOC108645259
gene20566	LOC100492520
gene20988	LOC105945860
gene25223	LOC105945859
gene29602	LOC105945858
gene33076	LOC100490809
gene21751	LOC100492863
gene32328	LOC101730743
gene10150	Xetrov90028881m.g
gene6696	LOC101732085
gene28046	LOC101732130
gene30525	clasp1
gene13501	Xetrov90028883m.g
gene24147	LOC105948509
gene26940	nifk
gene29788	LOC105948337
gene18519	mllt4
gene23888	LOC108645260
gene9392	LOC100490228
gene24603	LOC100490228
gene17102	LOC100496360
gene20221	LOC100489443
gene23263	LOC101732242
gene28578	mras
gene12532	Xetrov90028891m.g
gene26048	LOC100496442
gene11086	Xetrov90028893m.g
gene15684	Xetrov90028894m.g
gene11938	Xetrov90028895m.g
gene14596	Xetrov90028896m.g
gene32833	mgrn1
gene33424	igfals
gene26307	ccdc78
gene8347	fam173a
gene15772	fbxl16
gene30407	wdr24
gene24256	LOC108645482
gene16014	LOC100491612
gene33786	LOC101732668
gene26475	myod1
gene13312	Xetrov90028904m.g
gene9214	Xetrov90028905m.g
gene15154	Xetrov90028905m.g
gene14804	Xetrov90028906m.g
gene10181	Xetrov90028907m.g
gene12641	Xetrov90028908m.g
gene21491	LOC100493194
gene22905	LOC101732847
gene29715	LOC101735178
gene25513	LOC100497718
gene31744	trnag-ccc
gene32750	trnag-ccc
gene27546	trnag-ccc
gene24551	trnag-ccc
gene29290	trnag-ccc
gene26119	trnag-ccc
gene19550	trnag-ccc
gene17585	trnag-ccc
gene20493	trnag-ccc
gene28086	trnar-ccu
gene31008	trnag-ccc
gene18450	trnag-ccc
gene22950	trnag-ccc
gene28951	trnag-ccc
gene27541	trnag-ccc
gene25421	trnag-ccc
gene30522	trnag-ccc
gene22510	LOC108645501
gene14857	Xetrov90028911m.g
gene23846	tefm
gene19555	atad5
gene31703	crlf3
gene28979	suz12
gene31574	utp6
gene25600	LOC100495727
gene32955	LOC108645502
gene18298	dcp1a
gene26613	tkt
gene31869	tmem40
gene17010	arap1
gene27488	hoxc9
gene10548	LOC101731893
gene13781	LOC100489072
gene11121	LOC100489072
gene32788	LOC100495380
gene19420	LOC101734799
gene16044	camk2n1
gene21350	LOC105945789
gene18657	vwa5b1
gene32671	LOC108645503
gene23794	kcnt2
gene26318	LOC100493904
gene11932	LOC100493904
gene5786	camsap1
gene8296	ubac1
gene11110	LOC100488526
gene27598	LOC101734926
gene27057	LOC101734987
gene28286	LOC101730557
gene23897	sema4a
gene12963	Xetrov90028939m.g
gene20294	lmna
gene10204	Xetrov90028941m.g
gene21948	LOC108645504
gene12351	Xetrov90028943m.g
gene20120	LOC100145051
gene33470	LOC100489438
gene25867	mvp
gene21778	kif22
gene99	pagr1
gene331	kif22
gene28397	maz
gene17733	LOC105945793
gene12661	Xetrov90028950m.g
gene21730	prrt2
gene9820	Xetrov90028952m.g
gene25779	LOC101731350
gene25761	LOC100496561
gene28426	gtf2h4
gene11452	Xetrov90028955m.g
gene13086	Xetrov90028956m.g
gene13873	Xetrov90028956m.g
gene5356	gata5
gene15343	Xetrov90028958m.g
gene3293	LOC105946134
gene18701	LOC105946135
gene9385	Xetrov90028960m.g
gene33075	LOC101730332
gene4952	LOC108645261
gene19252	pex11b
gene28342	agmat
gene17800	LOC108645262
gene21807	dnajc16
gene5265	ctrc
gene17434	cela2a
gene18453	casp9
gene33783	LOC101730561
gene25598	LOC100496878
gene24651	LOC108645264
gene15665	Xetrov90028971m.g
gene9502	Xetrov90028972m.g
gene10906	Xetrov90028973m.g
gene28552	LOC108645263
gene11882	Xetrov90028974m.g
gene12529	Xetrov90028975m.g
gene16609	itpr2
gene10691	Xetrov90028976m.g
gene13754	Xetrov90028976m.g
gene19285	LOC101730666
gene15878	LOC100490281
gene15378	Xetrov90028978m.g
gene30271	trnai-aau
gene27432	sia2
gene31448	LOC101734831
gene17982	sia1
gene22100	sia3
gene24933	LOC100490626
gene6208	cops6
gene32796	trnai-aau
gene18433	trnai-aau
gene22283	trnai-aau
gene26411	trnas-gcu
gene29106	trnas-gcu
gene32239	trnai-aau
gene18917	trnai-aau
gene33620	trnai-aau
gene20256	trnai-aau
gene698	mcm7
gene28261	mir25-1
gene28303	mir93a
gene3611	ap4m1
gene8117	stag3
gene16418	trnai-aau
gene16442	gpc2
gene10028	Xetrov90028989m.g
gene29703	LOC101735017
gene29648	LOC100494299
gene24349	LOC108644742
gene20449	LOC100494139
gene25678	LOC105945416
gene33592	LOC100494462
gene2460	gal3st4-like.1
gene28329	LOC108644743
gene13321	Xetrov90028997m.g
gene33851	LOC101731443
gene31223	LOC101735139
gene23659	LOC100494937
gene10211	Xetrov90029001m.g
gene120	gal3st4-like.2
gene26446	c7orf43
gene24445	LOC733758
gene3829	LOC100493138
gene34105	LOC100145782
gene7794	LOC100493299
gene23613	mblac1
gene25201	taf6
gene29043	LOC100495090
gene9961	LOC100495090
gene12980	LOC100495090
gene15624	LOC100495090
gene8646	Xetrov90029009m.g
gene16890	mogat2.1
gene15468	Xetrov90029011m.g
gene18395	mogat3
gene6439	nat16
gene17213	LOC100491420
gene23085	LOC101730755
gene13391	LOC100491247
gene25300	LOC100490569
gene373	LOC100145100
gene9395	Xetrov90029019m.g
gene16452	LOC100490911
gene12975	Xetrov90029021m.g
gene28349	LOC100490742
gene20675	LOC100495706
gene153	LOC100127817
gene17445	trnas-gcu
gene29688	trnat-cgu
gene33172	trnas-gcu
gene27939	trnap-cgg
gene16861	vgf
gene30150	ap1s1
gene27180	trnap-cgg
gene24563	trnat-cgu
gene25478	trnas-gcu
gene30562	trnap-agg
gene17344	trnas-cga
gene22561	trnat-ugu
gene24628	trnas-gcu
gene3021	serpine1
gene14961	LOC100495872
gene26901	glipr2
gene13408	LOC100497031
gene31751	LOC101731931
gene1395	mrpl41
gene23833	dph7
gene17271	LOC108645505
gene13116	Xetrov90029035m.g
gene13672	Xetrov90029035m.g
gene25013	LOC100127682
gene16628	otof
gene30692	drc1
gene8828	Xetrov90029039m.g
gene9112	Xetrov90029040m.g
gene31763	LOC101730726
gene20391	LOC101730862
gene17696	LOC108645506
gene2422	LOC105948254
gene10034	Xetrov90029043m.g
gene25510	LOC101732125
gene15751	Xetrov90029045m.g
gene25962	LOC101730994
gene446	try10
gene5246	prss1-like.2
gene32131	LOC105945797
gene5662	LOC105945798
gene25716	LOC100498083
gene20630	LOC101730988
gene5499	prss2
gene8193	LOC496623
gene1266	LOC101730924
gene9417	LOC101730871
gene21121	LOC108645507
gene15024	Xetrov90029059m.g
gene24187	LOC100491738
gene28991	LOC100488536
gene2157	LOC101732468
gene1156	adra1b
gene12242	il12b
gene17961	LOC101732642
gene15053	Xetrov90029065m.g
gene12389	Xetrov90029066m.g
gene15987	LOC105946140
gene10233	Xetrov90029067m.g
gene21822	LOC101733172
gene15385	Xetrov90029067m.g
gene25659	arhgef3.2
gene8370	fam208a
gene22515	ccdc66
gene29318	erc2
gene8588	Xetrov90029075m.g
gene14761	Xetrov90029076m.g
gene14294	Xetrov90029077m.g
gene9693	Xetrov90029078m.g
gene12250	Xetrov90029079m.g
gene14890	Xetrov90029080m.g
gene15439	Xetrov90029081m.g
gene11317	Xetrov90029082m.g
gene15450	Xetrov90029083m.g
gene9725	Xetrov90029084m.g
gene15580	Xetrov90029085m.g
gene12897	Xetrov90029086m.g
gene9492	Xetrov90029087m.g
gene14165	Xetrov90029088m.g
gene14620	Xetrov90029088m.g
gene8822	Xetrov90029089m.g
gene12587	Xetrov90029090m.g
gene11646	Xetrov90029091m.g
gene10832	Xetrov90029092m.g
gene13638	Xetrov90029093m.g
gene12802	Xetrov90029094m.g
gene15652	Xetrov90029095m.g
gene8632	Xetrov90029096m.g
gene11407	Xetrov90029097m.g
gene10628	Xetrov90029098m.g
gene13405	Xetrov90029099m.g
gene12595	Xetrov90029100m.g
gene11976	Xetrov90029101m.g
gene12956	Xetrov90029102m.g
gene10451	Xetrov90029103m.g
gene11490	Xetrov90029104m.g
gene12452	Xetrov90029105m.g
gene13566	Xetrov90029106m.g
gene14582	Xetrov90029107m.g
gene13856	Xetrov90029108m.g
gene14846	Xetrov90029109m.g
gene12257	Xetrov90029110m.g
gene19610	LOC101731110
gene26050	LOC101731177
gene12934	Xetrov90029112m.g
gene11821	Xetrov90029112m.g
gene25945	tbx15
gene23225	LOC101731240
gene20324	LOC101731300
gene31248	LOC101731357
gene28022	trnap-agg
gene21610	LOC101731611
gene19125	fam219a
gene7382	LOC101731724
gene15369	Xetrov90029118m.g
gene15457	Xetrov90029119m.g
gene12315	Xetrov90029120m.g
gene15014	Xetrov90029121m.g
gene10391	Xetrov90029122m.g
gene10955	Xetrov90029123m.g
gene10307	Xetrov90029124m.g
gene9745	Xetrov90029125m.g
gene15483	Xetrov90029126m.g
gene14059	Xetrov90029127m.g
gene13459	Xetrov90029128m.g
gene12787	Xetrov90029128m.g
gene13603	Xetrov90029129m.g
gene9880	Xetrov90029130m.g
gene12419	Xetrov90029131m.g
gene11910	Xetrov90029132m.g
gene11091	Xetrov90029133m.g
gene15670	Xetrov90029133m.g
gene29802	gli2
gene27007	LOC101731879
gene33458	LOC108645509
gene13226	Xetrov90029136m.g
gene15790	zscan2
gene14395	LOC101730572
gene19097	LOC105945948
gene9789	LOC101730572
gene26383	LOC108645265
gene34216	LOC101735104
gene19870	LOC105946008
gene12164	Xetrov90029139m.g
gene10145	LOC101733080
gene10362	LOC100489805
gene26691	LOC105946622
gene12178	LOC100494959
gene11438	Xetrov90029144m.g
gene19016	LOC101734525
